index,latitude,longitude
352,40.407675,-79.849021
353,40.429018,-79.874219
354,40.422371,-79.864267
355,40.412603,-79.856234
356,40.42447,-79.868435
357,40.421441,-79.861418
358,40.410353,-79.850808
359,40.431349,-79.873238
360,40.427602,-79.872878
361,40.406845,-79.847684
362,40.425475,-79.869079
363,40.419962,-79.859145
364,40.41289,-79.85775
365,40.407741,-79.849349
366,40.428916,-79.874429
367,40.401469,-79.780012
368,40.402211,-79.775151
369,40.396741,-79.793687
370,40.398474,-79.788931
371,40.400892,-79.783413
372,40.398025,-79.792014
373,40.401228,-79.780348
374,40.402093,-79.775408
375,40.401934,-79.776289
376,40.398253,-79.788948
377,40.396552,-79.793537
378,40.400738,-79.783289
379,40.39777,-79.792232
380,40.415465,-79.925076
381,40.414144,-79.923064
382,40.415419,-79.924729
383,40.413878,-79.923117
384,40.475697,-79.919993
385,40.475734,-79.919688
386,40.47515,-79.91853
387,40.476428,-79.921587
388,40.47635,-79.921906
389,40.477245,-79.92351
390,40.476048,-79.92093
391,40.479479,-79.91868
392,40.464604,-79.965936
393,40.464309,-79.96591
394,40.465496,-79.965308
395,40.465266,-79.965241
396,40.46633,-79.96471
397,40.466031,-79.964705
398,40.466677,-79.96424
399,40.467637,-79.963755
400,40.467399,-79.963728
401,40.468366,-79.962552
402,40.469578,-79.961296
403,40.470807,-79.960274
404,40.470527,-79.96031
405,40.471598,-79.959723
406,40.471358,-79.959767
407,40.472953,-79.958735
408,40.472718,-79.958795
409,40.476076,-79.957712
410,40.477172,-79.956846
411,40.476942,-79.956912
412,40.478502,-79.955643
413,40.48019,-79.954402
414,40.480555,-79.9544
415,40.482006,-79.952511
416,40.482969,-79.951135
417,40.482733,-79.951284
418,40.48372,-79.949748
419,40.483428,-79.94995
420,40.484487,-79.948044
421,40.484262,-79.948127
422,40.48529,-79.946191
423,40.485062,-79.946366
424,40.488184,-79.938142
425,40.487977,-79.937964
426,40.474091,-79.957907
427,40.469705,-79.960912
428,40.481719,-79.953359
429,40.481487,-79.953506
430,40.462913,-79.967077
431,40.46301,-79.966959
432,40.486188,-79.943156
433,40.477836,-79.956072
434,40.482216,-79.952417
435,40.473871,-79.957953
436,40.485855,-79.944112
437,40.475773,-79.957575
438,40.486376,-79.943132
439,40.467182,-79.873355
440,40.468542,-79.873806
441,40.452026,-79.958858
442,40.452319,-79.761163
443,40.456203,-79.759864
444,40.46098,-79.759383
445,40.454548,-79.760315
446,40.458437,-79.757705
447,40.454575,-79.760174
448,40.457196,-79.758243
449,40.457255,-79.758378
450,40.45375,-79.760378
451,40.467088,-79.756944
452,40.467086,-79.757104
453,40.456069,-79.759812
454,40.460864,-79.759468
455,40.45853,-79.757868
456,40.452195,-79.761372
457,40.453711,-79.760541
458,40.395623,-79.839309
459,40.456006,-79.93835
460,40.455808,-79.938657
461,40.448237,-79.958921
462,40.440621,-79.99014
463,40.448676,-79.961696
464,40.451057,-79.954725
465,40.450664,-79.95513
466,40.449107,-79.957553
467,40.445723,-79.972056
468,40.451779,-79.952106
469,40.45197,-79.951772
470,40.441084,-79.985938
471,40.45508,-79.941436
472,40.443296,-79.980605
473,40.443721,-79.980266
474,40.451542,-79.953312
475,40.445003,-79.977448
476,40.444919,-79.977378
477,40.444374,-79.978874
478,40.44874,-79.96149
479,40.447158,-79.96747
480,40.456575,-79.936433
481,40.456443,-79.936528
482,40.442549,-79.982486
483,40.442408,-79.982548
484,40.448874,-79.964811
485,40.44558,-79.970359
486,40.445284,-79.976059
487,40.445201,-79.976285
488,40.452251,-79.950809
489,40.452115,-79.950948
490,40.441724,-79.984078
491,40.453359,-79.947182
492,40.454188,-79.944426
493,40.454039,-79.944537
494,40.447532,-79.966736
495,40.457322,-79.933917
496,40.452463,-79.949829
497,40.441524,-79.984918
498,40.445377,-79.970864
499,40.442242,-79.983215
500,40.4578,-79.932339
501,40.455373,-79.939823
502,40.445218,-79.97392
503,40.457023,-79.934549
504,40.4451,-79.974029
505,40.446511,-79.968398
506,40.448352,-79.958825
507,40.448938,-79.957592
508,40.454893,-79.941586
509,40.44435,-79.978609
510,40.458804,-79.9289
511,40.447002,-79.967505
512,40.448722,-79.964997
513,40.453134,-79.947424
514,40.44773,-79.966635
515,40.452626,-79.949598
516,40.457852,-79.931771
517,40.455637,-79.939957
518,40.446404,-79.96835
519,40.474317,-79.866116
520,40.475699,-79.869315
521,40.474812,-79.867119
522,40.473809,-79.863899
523,40.47907,-79.92879
524,40.485224,-79.925903
525,40.476953,-79.929458
526,40.482147,-79.927746
527,40.484288,-79.92707
528,40.480789,-79.928221
529,40.422052,-79.890309
530,40.44435,-79.844511
531,40.452641,-79.958596
532,40.45313,-79.959981
533,40.439408,-79.880721
534,40.435233,-79.883163
535,40.438484,-79.881123
536,40.44014,-79.880271
537,40.436515,-79.882326
538,40.437552,-79.881708
539,40.468928,-79.938122
540,40.469053,-79.939173
541,40.469104,-79.938966
542,40.469938,-79.940215
543,40.469976,-79.940381
544,40.471686,-79.94016
545,40.420398,-79.898393
546,40.420848,-79.899368
547,40.449488,-79.761802
548,40.40809,-79.867131
549,40.407464,-79.866577
550,40.407596,-79.866936
551,40.403992,-79.869223
552,40.405935,-79.866317
553,40.406169,-79.866332
554,40.404747,-79.867738
555,40.405146,-79.86741
556,40.437582,-79.963825
557,40.436972,-79.962841
558,40.447063,-79.949159
559,40.454302,-79.953506
560,40.449852,-79.950985
561,40.449579,-79.950528
562,40.456471,-79.954757
563,40.456493,-79.955012
564,40.451805,-79.951963
565,40.447427,-79.949133
566,40.443176,-79.987479
567,40.460895,-79.916038
568,40.458158,-79.916578
569,40.460632,-79.915612
570,40.459705,-79.915761
571,40.457668,-79.917331
572,40.459931,-79.91585
573,40.455862,-79.910589
574,40.447924,-79.910825
575,40.447667,-79.910785
576,40.451198,-79.908441
577,40.451364,-79.908157
578,40.448971,-79.910184
579,40.448598,-79.9101
580,40.436125,-79.913821
581,40.441139,-79.961439
582,40.469176,-79.905556
583,40.467996,-79.903793
584,40.443146,-79.959718
585,40.445597,-79.981726
586,40.444162,-79.980672
587,40.444259,-79.980927
588,40.456889,-79.967099
589,40.457424,-79.965903
590,40.457837,-79.964979
591,40.458138,-79.964264
592,40.400678,-79.835511
593,40.437518,-79.885844
594,40.437444,-79.885869
595,40.443271,-79.886907
596,40.442796,-79.887008
597,40.419173,-79.886408
598,40.418917,-79.886273
599,40.415244,-79.878731
600,40.459453,-79.922851
601,40.446386,-79.888546
602,40.452909,-79.899058
603,40.446426,-79.888392
604,40.446128,-79.888401
605,40.452978,-79.899254
606,40.459205,-79.966599
607,40.452813,-79.898947
608,40.459374,-79.923171
609,40.459399,-79.92286
610,40.456634,-79.932696
611,40.456656,-79.93241
612,40.459333,-79.966598
613,40.459324,-79.966245
614,40.456658,-79.932507
615,40.4568,-79.932492
616,40.459319,-79.923127
617,40.452942,-79.899247
618,40.457675,-79.911891
619,40.457519,-79.911937
620,40.459405,-79.966303
621,40.446257,-79.88829
622,40.452679,-79.87371
623,40.453823,-79.873045
624,40.454957,-79.871158
625,40.45456,-79.871901
626,40.454659,-79.872041
627,40.454028,-79.873043
628,40.466561,-79.925664
629,40.466781,-79.925072
630,40.465707,-79.92238
631,40.463374,-79.917726
632,40.467382,-79.927967
633,40.467792,-79.927837
634,40.465002,-79.92019
635,40.442753,-79.968203
636,40.442661,-79.968494
637,40.431543,-79.884402
638,40.424364,-79.885952
639,40.425295,-79.885623
640,40.430193,-79.884301
641,40.428637,-79.884554
642,40.426708,-79.88514
643,40.427711,-79.884855
644,40.43287,-79.884664
645,40.431491,-79.884603
646,40.424628,-79.88604
647,40.425534,-79.885768
648,40.428893,-79.884784
649,40.426968,-79.885268
650,40.422974,-79.886334
651,40.424801,-79.887444
652,40.427368,-79.886414
653,40.425831,-79.886734
654,40.427841,-79.887283
655,40.426666,-79.88768
656,40.402899,-79.837551
657,40.40221,-79.836619
658,40.405326,-79.838921
659,40.401154,-79.834834
660,40.402738,-79.83724
661,40.402065,-79.836732
662,40.405463,-79.839374
663,40.464467,-79.950631
664,40.463324,-79.951812
665,40.452813,-79.936656
666,40.452551,-79.936853
667,40.451387,-79.940904
668,40.451209,-79.941072
669,40.448496,-79.94695
670,40.456947,-79.929386
671,40.451945,-79.939179
672,40.450505,-79.944924
673,40.450299,-79.945092
674,40.451853,-79.93891
675,40.453761,-79.934378
676,40.453746,-79.934735
677,40.456189,-79.930763
678,40.455914,-79.930907
679,40.450962,-79.942936
680,40.450793,-79.943157
681,40.454873,-79.932406
682,40.454587,-79.932692
683,40.44813,-79.947629
684,40.455306,-79.931719
685,40.455043,-79.931821
686,40.448951,-79.946723
687,40.47898,-79.917783
688,40.47704,-79.918917
689,40.432675,-79.794318
690,40.43265,-79.793884
691,40.466706,-79.705948
692,40.473153,-79.708102
693,40.474789,-79.709075
694,40.471671,-79.707546
695,40.440939,-79.957623
696,40.438096,-79.91602
697,40.43796,-79.916337
698,40.443774,-79.938604
699,40.443052,-79.953663
700,40.442062,-79.956097
701,40.437939,-79.993457
702,40.439742,-79.897551
703,40.439509,-79.897996
704,40.439746,-79.898088
705,40.437264,-79.962711
706,40.444547,-79.948475
707,40.438108,-79.912884
708,40.437901,-79.913265
709,40.43809,-79.918176
710,40.437937,-79.917844
711,40.444159,-79.950081
712,40.439833,-79.895568
713,40.439629,-79.896579
714,40.437271,-79.979707
715,40.438289,-79.961275
716,40.437862,-79.991356
717,40.437207,-79.977887
718,40.437697,-79.988717
719,40.442722,-79.937873
720,40.439635,-79.959442
721,40.440408,-79.958338
722,40.437373,-79.981704
723,40.441438,-79.956952
724,40.444672,-79.943553
725,40.437063,-79.974731
726,40.437938,-79.930575
727,40.437676,-79.931065
728,40.438123,-79.923613
729,40.437959,-79.923192
730,40.438994,-79.934178
731,40.438946,-79.934353
732,40.43922,-79.894972
733,40.440461,-79.935451
734,40.437538,-79.985319
735,40.43791,-79.933397
736,40.437125,-79.976152
737,40.437936,-79.919571
738,40.437594,-79.986792
739,40.43743,-79.982857
740,40.438119,-79.9275
741,40.437905,-79.927877
742,40.443785,-79.938967
743,40.443666,-79.951295
744,40.439494,-79.899344
745,40.444379,-79.948873
746,40.442693,-79.937514
747,40.444537,-79.942539
748,40.44057,-79.935813
749,40.386536,-79.757897
750,40.385602,-79.759239
751,40.429803,-79.92337
752,40.429205,-79.920849
753,40.458625,-79.908277
754,40.458035,-79.903587
755,40.456007,-79.889895
756,40.455926,-79.890205
757,40.455578,-79.887941
758,40.455514,-79.888249
759,40.456425,-79.891778
760,40.456353,-79.892066
761,40.455057,-79.879898
762,40.458161,-79.903647
763,40.459167,-79.909792
764,40.457335,-79.896462
765,40.457563,-79.897533
766,40.459592,-79.911556
767,40.45793,-79.898361
768,40.457853,-79.898729
769,40.458317,-79.905801
770,40.458242,-79.906262
771,40.460293,-79.913288
772,40.458521,-79.901
773,40.458425,-79.901303
774,40.455036,-79.886265
775,40.460886,-79.867542
776,40.460883,-79.915039
777,40.459909,-79.912573
778,40.460943,-79.866639
779,40.460468,-79.872992
780,40.46091,-79.872393
781,40.457179,-79.87769
782,40.456918,-79.893924
783,40.456845,-79.894309
784,40.458701,-79.90787
785,40.458175,-79.875716
786,40.459922,-79.873862
787,40.459754,-79.873863
788,40.459031,-79.909911
789,40.458071,-79.90509
790,40.459636,-79.911276
791,40.460413,-79.913926
792,40.45515,-79.885902
793,40.457174,-79.877464
794,40.455269,-79.881712
795,40.458207,-79.875925
796,40.481377,-79.821622
797,40.466566,-79.832781
798,40.463657,-79.855749
799,40.463668,-79.855458
800,40.462151,-79.859509
801,40.461955,-79.859609
802,40.46078,-79.841894
803,40.461811,-79.8487
804,40.461783,-79.848957
805,40.472926,-79.820398
806,40.4798,-79.822652
807,40.47981,-79.822441
808,40.462754,-79.850018
809,40.462675,-79.850169
810,40.464848,-79.828331
811,40.461244,-79.848041
812,40.46576,-79.838861
813,40.461453,-79.862922
814,40.46137,-79.86339
815,40.469363,-79.823581
816,40.46028,-79.844277
817,40.467081,-79.836311
818,40.467474,-79.834697
819,40.462848,-79.856477
820,40.468445,-79.8247
821,40.465806,-79.832293
822,40.465666,-79.832374
823,40.464882,-79.853088
824,40.464769,-79.85334
825,40.470724,-79.821382
826,40.463929,-79.851583
827,40.462326,-79.840716
828,40.461023,-79.86617
829,40.466485,-79.825894
830,40.460393,-79.844219
831,40.464886,-79.83947
832,40.474408,-79.822121
833,40.462372,-79.858092
834,40.466937,-79.837052
835,40.481627,-79.82158
836,40.460489,-79.841986
837,40.472921,-79.820099
838,40.464911,-79.828529
839,40.465579,-79.8388
840,40.469447,-79.823743
841,40.467334,-79.834699
842,40.463079,-79.856458
843,40.46824,-79.8247
844,40.464324,-79.839587
845,40.470784,-79.821665
846,40.46633,-79.826179
847,40.474184,-79.821728
848,40.46321,-79.840004
849,40.462007,-79.93737
850,40.461778,-79.937883
851,40.46209,-79.938752
852,40.461863,-79.939187
853,40.462889,-79.947563
854,40.464575,-79.95054
855,40.462289,-79.941374
856,40.462052,-79.941808
857,40.461228,-79.934404
858,40.461469,-79.934282
859,40.461852,-79.93609
860,40.461645,-79.936526
861,40.462461,-79.9444
862,40.462287,-79.944688
863,40.462695,-79.945477
864,40.462194,-79.945859
865,40.460595,-79.932679
866,40.462202,-79.940174
867,40.461975,-79.940609
868,40.463425,-79.948758
869,40.463479,-79.949083
870,40.461015,-79.933057
871,40.464016,-79.949781
872,40.462417,-79.942991
873,40.462189,-79.943465
874,40.462576,-79.947822
875,40.395133,-79.839371
876,40.395608,-79.839055
877,40.407336,-79.824889
878,40.404989,-79.825914
879,40.406238,-79.825243
880,40.405818,-79.825188
881,40.423909,-79.932829
882,40.424842,-79.95251
883,40.424197,-79.934344
884,40.423498,-79.931663
885,40.423482,-79.931859
886,40.425123,-79.947129
887,40.424031,-79.932881
888,40.42435,-79.935239
889,40.424066,-79.936451
890,40.425342,-79.945103
891,40.419768,-79.92929
892,40.426086,-79.939848
893,40.42558,-79.949988
894,40.424962,-79.952527
895,40.42544,-79.942518
896,40.421797,-79.929843
897,40.425831,-79.940952
898,40.425519,-79.942546
899,40.424202,-79.936277
900,40.426137,-79.939993
901,40.425686,-79.949739
902,40.422837,-79.930119
903,40.424885,-79.952514
904,40.424255,-79.937477
905,40.425211,-79.945233
906,40.424271,-79.934234
907,40.424267,-79.93531
908,40.424349,-79.937445
909,40.425264,-79.943922
910,40.425331,-79.943771
911,40.425904,-79.94103
912,40.4252,-79.947068
913,40.427422,-79.938648
914,40.38371,-79.819402
915,40.382326,-79.818178
916,40.380582,-79.814781
917,40.381034,-79.816982
918,40.38392,-79.819388
919,40.485792,-79.926354
920,40.474867,-79.87156
921,40.473722,-79.868601
922,40.470903,-79.86691
923,40.473117,-79.868084
924,40.438402,-79.96107
925,40.457223,-79.908592
926,40.457096,-79.908678
927,40.453201,-79.890958
928,40.453133,-79.891266
929,40.452717,-79.88896
930,40.452679,-79.889391
931,40.453629,-79.892856
932,40.459751,-79.915517
933,40.4563,-79.904636
934,40.456222,-79.904949
935,40.459345,-79.914306
936,40.459319,-79.914566
937,40.452376,-79.887406
938,40.452296,-79.8877
939,40.454637,-79.897335
940,40.45459,-79.897748
941,40.458293,-79.91158
942,40.455145,-79.899486
943,40.455079,-79.899786
944,40.456731,-79.906504
945,40.452033,-79.886405
946,40.455724,-79.902067
947,40.455647,-79.902337
948,40.458848,-79.913006
949,40.454161,-79.895076
950,40.453554,-79.893105
951,40.458217,-79.911775
952,40.456674,-79.906986
953,40.454033,-79.8953
954,40.414574,-79.883212
955,40.41487,-79.883341
956,40.413831,-79.883586
957,40.413893,-79.88376
958,40.411769,-79.869628
959,40.411879,-79.870087
960,40.409427,-79.867166
961,40.409301,-79.866728
962,40.405459,-79.861892
963,40.410977,-79.868655
964,40.410998,-79.869017
965,40.411975,-79.880932
966,40.406829,-79.863541
967,40.408187,-79.865697
968,40.408237,-79.865382
969,40.4069,-79.864055
970,40.444387,-79.885858
971,40.443822,-79.88593
972,40.448573,-79.760716
973,40.442168,-79.760138
974,40.442531,-79.760194
975,40.41981,-79.933052
976,40.419797,-79.931432
977,40.419883,-79.931775
978,40.41982,-79.930154
979,40.419611,-79.92935
980,40.419749,-79.932573
981,40.458349,-79.964353
982,40.457055,-79.9648
983,40.461429,-79.966972
984,40.459178,-79.965835
985,40.459079,-79.96599
986,40.451955,-79.924121
987,40.452104,-79.924006
988,40.457029,-79.925101
989,40.466422,-79.92266
990,40.465718,-79.922771
991,40.455029,-79.925393
992,40.473776,-79.919287
993,40.473327,-79.919255
994,40.468041,-79.921893
995,40.453328,-79.924919
996,40.453221,-79.924667
997,40.471228,-79.920459
998,40.470998,-79.920331
999,40.461266,-79.924804
1000,40.46358,-79.923764
1001,40.46479,-79.923422
1002,40.460336,-79.924902
1003,40.455045,-79.925214
1004,40.469808,-79.9211
1005,40.469547,-79.921006
1006,40.465396,-79.92315
1007,40.454201,-79.925453
1008,40.454105,-79.925206
1009,40.472568,-79.919832
1010,40.472356,-79.919711
1011,40.457396,-79.925279
1012,40.474394,-79.918757
1013,40.467972,-79.921761
1014,40.468008,-79.937631
1015,40.467913,-79.93662
1016,40.467655,-79.934745
1017,40.433251,-79.936883
1018,40.475246,-79.707681
1019,40.456275,-79.896677
1020,40.456629,-79.896657
1021,40.452914,-79.898596
1022,40.457527,-79.896389
1023,40.457532,-79.896116
1024,40.454491,-79.897497
1025,40.454749,-79.897556
1026,40.460026,-79.895214
1027,40.460276,-79.895253
1028,40.458045,-79.895983
1029,40.453085,-79.898748
1030,40.460593,-79.894944
1031,40.455316,-79.896998
1032,40.45573,-79.897076
1033,40.45935,-79.89548
1034,40.461221,-79.894693
1035,40.461528,-79.894765
1036,40.448996,-79.901308
1037,40.449294,-79.901377
1038,40.458686,-79.895731
1039,40.458948,-79.895833
1040,40.446623,-79.903212
1041,40.448177,-79.902108
1042,40.450728,-79.90013
1043,40.451041,-79.900082
1044,40.448028,-79.902044
1045,40.4644,-79.952155
1046,40.465039,-79.951271
1047,40.526028,-79.842569
1048,40.525963,-79.84286
1049,40.432925,-79.894013
1050,40.433122,-79.893161
1051,40.43334,-79.893023
1052,40.433518,-79.892184
1053,40.360304,-79.785748
1054,40.344063,-79.798652
1055,40.358482,-79.786103
1056,40.352362,-79.789608
1057,40.343804,-79.798913
1058,40.337947,-79.806903
1059,40.431436,-79.717036
1060,40.427875,-79.721449
1061,40.468419,-79.706098
1062,40.467013,-79.705779
1063,40.457735,-79.708403
1064,40.451046,-79.713571
1065,40.455266,-79.710902
1066,40.463823,-79.705668
1067,40.435455,-79.713835
